description,url,Street,R.,m²,Floor,Series,"Price, m2",Price
"Jaunais dzīvokļu projekts Rīgā – Hospitāļu iela 49

Mūsdienīga",https://www.ss.com/msg/en/real-estate/flats/riga/centre/dbjgn.html,Hospitalu 49,3,61,2/8,New,"3,108 €","189,599  €"
"Jaunais dzīvokļu projekts Rīgā – Hospitāļu iela 49

Mūsdienīga",https://www.ss.com/msg/en/real-estate/flats/riga/centre/dneim.html,Hospitalu 49,2,45,2/8,New,"3,169 €","142,624  €"
Pārdod kvalitatīvi remontētu mūsdienīgu 3 istabu dzīvokli Rīgas,https://www.ss.com/msg/en/real-estate/flats/riga/centre/fdebl.html,Ganu 4,3,90,2/5,Recon.,"3,500 €","315,000  €"
Экспорта 12 Просторная 3-Комнатная Квартира В Тихом Центре Риги,https://www.ss.com/msg/en/real-estate/flats/riga/centre/hxpci.html,Eksporta 12,3,79,1/7,Recon.,"1,835 €","145,000  €"
Pārdošanā pilnībā aprīkots 2 istabu dzīvoklis Klusajā Centrā.,https://www.ss.com/msg/en/real-estate/flats/riga/centre/ahkxg.html,Pulkv. Briezha 7,2,60,1/6,Pre-war house,"2,467 €","148,000  €"
Pilnībā atjaunots dizaina dzīvoklis Rīgas centrā – Baznīcas ielā,https://www.ss.com/msg/en/real-estate/flats/riga/centre/gblck.html,Baznicas 27,4,158,5/5,Pre-war house,"3,734 €","590,000  €"
"Pārdod studio tipa dzīvokli Klusajā centrā

Dzīvoklis sastāv n",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bdxpe.html,Dzirnavu 37,1,25,3/7,Recon.,"3,816 €","95,400  €"
"Viesturdārza Rezidence ir dzīvojamā ēka Rīgas klusajā centrā, ku",https://www.ss.com/msg/en/real-estate/flats/riga/centre/beembh.html,Vashingtona pl. 2,3,83,1/5,Recon.,"2,897 €","240,488  €"
"Pilna apdare
Viesturdārza Rezidence ir dzīvojamā ēka Rīgas klus",https://www.ss.com/msg/en/real-estate/flats/riga/centre/beiogf.html,Vashingtona pl. 2,3,73,1/5,Recon.,"3,104 €","226,610  €"
Attīstītājs piedāvā iegādāties dzīvokli pilnībā renovētā mājā Da,https://www.ss.com/msg/en/real-estate/flats/riga/centre/epikm.html,Sadovnikova 30,2,35,2/5,Recon.,"2,457 €","86,000  €"
"78 m² Rīgas centrā. Ievācies un dzīvo. 
Gaišs, pilnībā dzīvošan",https://www.ss.com/msg/en/real-estate/flats/riga/centre/ebkpg.html,Akas 4,3,78,5/7,New,"3,782 €","295,000  €"
Plašs un mūsdienīgs dzīvoklis ar ekskluzīvu skatu no erkera (tor,https://www.ss.com/msg/en/real-estate/flats/riga/centre/felxi.html,Valdemara 39,4,149,7/7,Pre-war house,"1,543 €","229,900  €"
"Plašs un daudzfunkcionāls 141, 6 m² īpašums Rīgas centrā. 

Pā",https://www.ss.com/msg/en/real-estate/flats/riga/centre/gojmn.html,Stabu 47,6,142,4/6,Recon.,"1,549 €","220,000  €"
Īpašnieks pārdot pilnīgi mēbelētu 2istabu dzīvokli jaunajā proje,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcjopg.html,Vezhu 1,2,67,1/7,New,"1,933 €","129,500  €"
"Investīciju Objekts Rīgas Centrā 12% Ienesīgums

Īpašuma pašre",https://www.ss.com/msg/en/real-estate/flats/riga/centre/ecnmd.html,Blaumana 8,5,518,2/5,Pre-war house,772 €,"400,000  €"
"Īpašnieks pārdod skaistu izremontētu dzīvoklī. Viss jauns, virtu",https://www.ss.com/msg/en/real-estate/flats/riga/centre/hbpnx.html,Gertrudes 106,2,53,4/6,Pre-war house,"2,264 €","120,000  €"
Plašs četristabu dzīvoklis vēsturiskajā Hertela namā Brīvības ie,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcbcdm.html,Brivibas 138,4,102,6/6,Pre-war house,"1,451 €","148,045  €"
Attīstītājs “Merko mājas” piedāvā iegādāties “Demo” 4-istabu dzī,https://www.ss.com/msg/en/real-estate/flats/riga/centre/abloh.html,Rupniecibas 27,4,85,3/6,New,"4,435 €","377,000 €"
Piedāvājumā plašs 4 istabu dzīvoklis kapitāli renovētā ēkā pašā,https://www.ss.com/msg/en/real-estate/flats/riga/centre/ahhdl.html,Barona 14,4,117,4/6,Pre-war house,"1,923 €","225,000  €"
Tiek pārdots gaišs trīsistabu dzīvoklis labā lokācijas vietā.,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcmepc.html,Lugazhu 2a,3,52,1/5,Chrusch.,"1,038 €","54,000  €"
"Elegants četru istabu dzīvoklis atjaunotā mūra ēkā Rīgas centrā,",https://www.ss.com/msg/en/real-estate/flats/riga/centre/ccoik.html,Chaka 54,4,108,4/5,Pre-war house,"1,630 €","176,000  €"
Attīstītājs pardot dzīvoklis silts un saulains divlimenu dzīvokl,https://www.ss.com/msg/en/real-estate/flats/riga/centre/flimc.html,Brivibas 132,2,61,3/4,Recon.,"1,787 €","109,000  €"
"Tiek pārdots mūsdienīgs, jauns un gaišs 2-ist. dzīvoklis Jaunajā",https://www.ss.com/msg/en/real-estate/flats/riga/centre/cdmof.html,Rupniecibas 25,2,53,3/7,New,"3,906 €","207,000  €"
Pārdod 2 istabu dzīvokli Rīgas centrā – staļina laika mājā.,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bpmxl.html,Sadovnikova 33,2,46,1/5,Stalin project,"1,457 €","67,000  €"
Pārdošanas cena ir zemāka par īpašumā veiktajiem ieguldījumiem.,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bfilk.html,Rupniecibas 11,3,98,4/5,Recon.,"3,622 €","355,000  €"
Samazināta cena. Pārdod modernu 2 līmeņu dzīvokli ar terasēm un,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bfhbk.html,Silmachu 1,3,112,5/6,New,"2,125 €","238,000  €"
"Pārdod izīrēšanai pielāgotu dzīvokli renovētā mājā. 

Dzīvokli",https://www.ss.com/msg/en/real-estate/flats/riga/centre/ecoop.html,Matisa 85,2,50,1/5,Recon.,"1,718 €","85,900  €"
Pārdod plašu un ērtu dzīvokli lieliskā vietā. Zemes domājamās da,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bhikm.html,Artilerijas 6,4,89,2/4,Pre-war house,"1,753 €","156,000  €"
"Pārdodu 22m2 dzīv. 75m2 zeme, malkas apkure-liels šķūnītis, mazs",https://www.ss.com/msg/en/real-estate/flats/riga/centre/exxxg.html,Matisa 82A,1,22,2/2,Pre-war house,800 €,"17,600  €"
"Lat: Plašs dzīvoklis vēsturiskā ēkā, kas atrodas pašā Rīgas cent",https://www.ss.com/msg/en/real-estate/flats/riga/centre/aehkb.html,Dzirnavu 71,5,148,2/5,Recon.,"2,649 €","392,000  €"
"Saulains dzīvoklis klusā vietā Rīgas centrā. 

Plānojums:

-",https://www.ss.com/msg/en/real-estate/flats/riga/centre/dfnej.html,Etnas 6,1,42,3/6,Spec. pr.,"1,643 €","69,000  €"
"Pārdodu Kapitāli remontētu dzīvokli Renovētā mājā, kurš ļoti vei",https://www.ss.com/msg/en/real-estate/flats/riga/centre/fpmcg.html,Avotu 66A,2,34,1/5,Recon.,"1,971 €","67,000  €"
"Dizainera veidots trīsistabu dzīvoklis Skanstē. 

Viesistaba d",https://www.ss.com/msg/en/real-estate/flats/riga/centre/beefgl.html,Grostonas 21,3,92,2/5,New,"3,141 €","289,000  €"
Piedāvājam iegādei 2-istabu (pēc pārplānošanas pilnvērtīgu 3-ist,https://www.ss.com/msg/en/real-estate/flats/riga/centre/efnoj.html,Brivibas 138,3,65,5/6,Pre-war house,"1,271 €","82,625  €"
Pārdošanā unikāla investīciju iespēja pašā Rīgas centrā - plašs,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bebdhm.html,Marijas 15,4,115,2/7,Pre-war house,"1,283 €","147,500  €"
Pārdošanā unikāla investīciju iespēja pašā Rīgas centrā - plašs,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bffhkn.html,Marijas 15,5,114,2/7,Pre-war house,"1,294 €","147,500  €"
Pārdošanā gaišs un īpaši plašs 1 istabas studijas tipa dzīvoklis,https://www.ss.com/msg/en/real-estate/flats/riga/centre/aaohe.html,Latgales 131,1,62,2/4,Pre-war house,"1,335 €","82,800  €"
Pārdodu mājīgu un kvalitatīvi izremontētu dzīvokli 2. stāvā. Kap,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bekkcf.html,Kurbada 16A,2,56,2/5,Pre-war house,"2,321 €","130,000 €"
Iespēja iegādāties plašu un saulainu četru istabu dzīvokli (trīs,https://www.ss.com/msg/en/real-estate/flats/riga/centre/belnpb.html,Mīlenbaha 1,4,67,3/6,Recon.,"3,284 €","220,000  €"
"Pārdod plašu 3 istabu dzīvokli projektā “Skanstes Virsotnes”, Gr",https://www.ss.com/msg/en/real-estate/flats/riga/centre/dbobh.html,Grostonas 25,3,90,17/24,New,"2,433 €","219,000  €"
Pārdodu plašu 2istabu dzīvokli jaunajā projektā Klijānu ielā 6.,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcihjc.html,Klijanu 6,2,50,3/9,Recon.,"1,771 €","88,560  €"
"Projekts ""Forburga Nams"" ir dzīvoklis prestižā, aristokrātiskā r",https://www.ss.com/msg/en/real-estate/flats/riga/centre/afoln.html,Ausekla 11,6,180,6/6,Recon.,889 €,"160,000  €"
Lieliska iespēja iegādāties plašu un elegantu dzīvokli pašā Rīga,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bexxic.html,Terbatas 20,4,110,2/6,Pre-war house,"2,318 €","255,000  €"
Attīstītājs “River Properties” pārdod 3 istabu dzīvokli jaunajā,https://www.ss.com/msg/en/real-estate/flats/riga/centre/cpgdl.html,Skolas 17,3,62,2/7,New,"3,489 €","216,335  €"
"Tiek piedāvāts gaišs, saulains, mūsdienīgs un mājīgs divu istabu",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bfckpd.html,Rupniecibas 21,2,74,2/7,Spec. pr.,"3,378 €","250,000  €"
"Tiek piedāvāts gaišs, saulains, mūsdienīgs un mājīgs trīs istabu",https://www.ss.com/msg/en/real-estate/flats/riga/centre/djclh.html,Rupniecibas 21,3,94,2/7,New,"3,138 €","295,000  €"
Piedāvājumā no attīstītāja 2-istabu dzīvoklis Nr. 55C septītajā,https://www.ss.com/msg/en/real-estate/flats/riga/centre/adcmx.html,Pulkv. Briezha 15,3,42,7/7,Recon.,"2,800 €","117,600  €"
Pārdodam lielisku studijas dzivokli Rīgas centrā pilnībā renovēt,https://www.ss.com/msg/en/real-estate/flats/riga/centre/aecnm.html,Merkela 7,1,24,2/5,Recon.,"3,746 €","89,900  €"
"Atīstītājs pārdod 4 istabu dzīvokli renovētā projektā ""Šefela na",https://www.ss.com/msg/en/real-estate/flats/riga/centre/dkmce.html,Baznicas 5,4,94,2/4,Recon.,"2,709 €","254,610  €"
"Atīstītājs pārdod 4 istabu dzīvokli renovētā projektā ""Šefela na",https://www.ss.com/msg/en/real-estate/flats/riga/centre/fhiom.html,Baznicas 5,4,97,1/4,Recon.,"2,445 €","237,160  €"
Pārdošanā izsmalcināts dizaina dzīvoklis prestižajā Forburgas kv,https://www.ss.com/msg/en/real-estate/flats/riga/centre/beidbl.html,Eksporta 4,6,205,2/6,Recon.,"3,366 €","690,000  €"
Tiek pārdots skaists un mājīgs 4-istabu dzīvoklis vēsturiskā ēkā,https://www.ss.com/msg/en/real-estate/flats/riga/centre/ejmgc.html,Stabu 53,4,92,4/5,Pre-war house,"2,011 €","185,000  €"
"Divistabu dzīvoklis kvalitatīvā pirmskara mūra ēkā, Hertela namā",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bfdnbg.html,Brivibas 138,2,62,2/6,Pre-war house,"1,221 €","75,720  €"
"Attīstītājs tirgo 1-istabu dzīvokli (bez mēbelēm), kas atrodas p",https://www.ss.com/msg/en/real-estate/flats/riga/centre/egknf.html,Alauksta 7,1,37,1/2,Recon.,"2,568 €","95,000  €"
"Attīstītājs tirgo 1-istabas dzīvokli renovētā projektā. 
Iespēj",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bgckd.html,Bruninieku 93c,1,30,1/2,Recon.,"2,833 €","85,000  €"
"Attīstītājs tirgo 2-istabu dzīvokli, kas atrodas pagalma mājā re",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bekikj.html,Alauksta 7a,2,36,2/2,Recon.,"3,472 €","125,000  €"
Izsmalcināts 3 – istabu mansarda dzīvoklis ar fantastisku skatu,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bdnbp.html,Terbatas 97,3,118,6/6,Pre-war house,"1,694 €","199,950  €"
Piedāvājumā jaunizveidots dzīvoklis kvalitatīvā pirmskara mūra ē,https://www.ss.com/msg/en/real-estate/flats/riga/centre/dihkd.html,Brivibas 138,3,52,5/6,Pre-war house,"1,943 €","101,010  €"
"Rīgas centrā tiek 2 istabu dzīvoklis

Iespēja iegādāties tikko",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcjnkf.html,Brivibas 68,2,55,5/6,Recon.,"3,574 €","196,560  €"
Attīstītājs un īpašnieks – kompāniju grupa “R. Evolution” – pārd,https://www.ss.com/msg/en/real-estate/flats/riga/centre/fdkhj.html,Strelnieku 5,4,123,1/7,New,"5,276 €","649,000  €"
Piedāvājam modernu 2 istabu dzīvokli daudzdzīvokļu ēku Rīgas cen,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bhjmp.html,Akas 4,2,61,2/7,New,"3,525 €","215,000  €"
"Pagalma mājā saulains, kluss dzīvoklis. Dzīvojamā istaba apvieno",https://www.ss.com/msg/en/real-estate/flats/riga/centre/becnxk.html,Barona 124,2,43,2/3,Pre-war house,"2,442 €","105,000  €"
Mansardtipa 3 istabu dzīvoklis ar terasi. Divu līmeņu dzīvoklis.,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bejxpd.html,Artilerijas 7,3,110,5/6,Pre-war house,"1,500 €","165,000  €"
"Pārdod ekskluzīvs dzīvoklis jaunajā prestižajā projektā. 
Dzīvo",https://www.ss.com/msg/en/real-estate/flats/riga/centre/boddx.html,Strelnieku 7,3,86,5/7,New,"4,244 €","365,000  €"
Pārdod gaišu un plašu 3-istabu dzīvokli ar platību 70 m² vēsturi,https://www.ss.com/msg/en/real-estate/flats/riga/centre/cpbne.html,Dzirnavu 132,3,70,5/6,Pre-war house,"1,986 €","139,000  €"
"Mājas pirmais un otrais stāvs, atsevišķas ieejas. Faktiski atsev",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bekmmp.html,Latgales 108,Other,1000,1/3,Spec. pr.,165 €,"164,800  €"
Tiek pārdots komerctelpu komplekss kapitālā ķieģeļu ēkā. Īpašums,https://www.ss.com/msg/en/real-estate/flats/riga/centre/cxndf.html,Latgales 108,Other,1000,1/2,Spec. pr.,165 €,"164,800  €"
"Ekskluzīvs dizainera veidots 3-istabu dzīvoklis. 

Arhitekta P",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcbchf.html,Marstalu 16,3,106,3/5,Recon.,"3,198 €","339,000  €"
Pārdošanā tiek piedāvāts elegants un mūsdienīgs 3 istabu dzīvokl,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcilcd.html,Pulkv. Briezha 35,3,124,5/7,New,"2,839 €","352,000  €"
Lieliska iespējai iegādāties jaunu dzivokli Premiu klases ēkā “P,https://www.ss.com/msg/en/real-estate/flats/riga/centre/afnjf.html,Marijas 4,1,22,5/5,Recon.,"3,909 €","86,000  €"
"Ekskluzīvs un kvalitatīvs remonts, augstas klases sadzīves tehni",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcifno.html,Sermulinu 14,3,55,4/4,New,"3,273 €","180,000  €"
"Ja meklējat īpašumu ar plašām iespējām to pielāgot savām vēlmēm,",https://www.ss.com/msg/en/real-estate/flats/riga/centre/aekix.html,Briana 17,4,87,1/2,Pre-war house,793 €,"69,000  €"
"Pārdodam mūsu ģimenes dzīvokli Rīgas centrā, Ģertrūdes ielā 103.",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bedpni.html,Gertrudes 103,4,118,3/5,Pre-war house,"2,326 €","274,500  €"
Pārdošanā nonācis saulains trīsistabu dzīvoklis ar lodžiju Centr,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bdpgdd.html,Zirnu 5 K1,3,62,6/9,467-th,"1,287 €","79,800  €"
"Pārdod gaišu dzīvokli bez apdares Rīgas vēsturiskajā centrā, Kli",https://www.ss.com/msg/en/real-estate/flats/riga/centre/afoop.html,Klijanu 22,3,57,8/8,Recon.,882 €,"50,290  €"
Ekskluzīvs dzīvoklis ar skatu pār Kronvalda parka koku galotnēm,https://www.ss.com/msg/en/real-estate/flats/riga/centre/fegjd.html,Kalpaka boul. 7,4,107,4/5,Recon.,"5,065 €","542,000  €"
Plaša un privāta terase Rīgas Klusajā centrā - Kalpaka Rezidencē,https://www.ss.com/msg/en/real-estate/flats/riga/centre/afock.html,Kalpaka boul. 7,3,155,5/5,Recon.,"3,839 €","595,000  €"
"Īpašnieks pārdod elegantu, premium klases dzīvoklis Rīgas centrā",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bxcgf.html,Valdemara 37a,4,145,5/6,Pre-war house,"3,414 €","495,000  €"
"Attīstītājs piedāvā dzīvokli projektā ""Katrīnas pagalms""

Dzīv",https://www.ss.com/msg/en/real-estate/flats/riga/centre/dbolg.html,Katrinas d. 6,3,56,2/3,Recon.,"2,188 €","122,540  €"
Pārdod ērti iekārtotu dzīvokli ar stāvvietu Rīgas centrā ar visu,https://www.ss.com/msg/en/real-estate/flats/riga/centre/chbdp.html,Brivibas 181,2,41,1/5,Czech pr.,"1,707 €","70,000  €"
Piedāvājumā no attīstītāja kompakts dzīvoklis Nr. 15 prestižajā,https://www.ss.com/msg/en/real-estate/flats/riga/centre/abmic.html,Pulkv. Briezha 15,2,33,2/7,Recon.,"3,300 €","108,900  €"
Attīstītājs piedāvā iegādāties trīs istabu dzīvokli Nr. 16 proje,https://www.ss.com/msg/en/real-estate/flats/riga/centre/hboxm.html,Skolas 17,3,61,2/7,New,"3,470 €","211,658  €"
Piedāvājumā no attīstītāja 3-istabu dzīvoklis Nr. 55B prestižajā,https://www.ss.com/msg/en/real-estate/flats/riga/centre/dmhfn.html,Pulkv. Briezha 15,3,92,7/7,Recon.,"3,135 €","288,440  €"
"Plašs, elegants, kvalitatīvi remontēts dzīvoklis ar 2 guļamistab",https://www.ss.com/msg/en/real-estate/flats/riga/centre/abgli.html,Chaka 49,3,104,6/6,Pre-war house,"2,404 €","250,000  €"
Ekskluzīvs divlīmeņu dzīvoklis īsta pērle pašā Vecrīgas sirdī. T,https://www.ss.com/msg/en/real-estate/flats/riga/centre/allle.html,Audeju 10,4,126,6/7,Pre-war house,"2,119 €","267,000  €"
2 istabu dzīvoklis pilnībā restaurētā un siltinātā vēsturiskā ēk,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bexxkp.html,Latgales 137,2,39,1/2,Recon.,"1,615 €","63,000  €"
"Starpniekus lūdzu netraucēt- ne ar klientiem, ne bez tiem. 
Pār",https://www.ss.com/msg/en/real-estate/flats/riga/centre/gelep.html,Dzirnavu 149,3,100,4/4,Stalin project,"1,550 €","155,000 €"
Pārdod dzīvoklis Ģertrūdes ielas aplī vēsturiskā renovētā ēkā,https://www.ss.com/msg/en/real-estate/flats/riga/centre/hfekm.html,Gertrudes 9,4,153,2/7,Pre-war house,"3,486 €","533,400  €"
"Piedāvājumā plašs, gaišs un funkcionāli plānots 3-istabu dzīvokl",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bbhil.html,Republikas pl. 3,3,100,6/9,New,"1,950 €","195,000  €"
Tiek pārdots praktiski jauns un pilnībā mēbelēts 4-istabu dzīvok,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcfmb.html,Melngaila 2,4,153,3/7,New,"5,418 €","829,000  €"
Piedāvājam iegādāties īpašu 3 istabu dzīvokli pašā Rīgas centrā,https://www.ss.com/msg/en/real-estate/flats/riga/centre/ehkfi.html,Terbatas 4,3,124,6/6,Recon.,"2,500 €","310,000  €"
Gaišs 2 istabu dzīvoklis 37.2 m² ar jaunu remontu Rīgas centrā.,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bhxcn.html,Valdemara 95,2,37,1/6,Spec. pr.,"1,549 €","57,300  €"
Pārdod stilīgu un kvalitatīvi izbūvētu 2 istabu dzīvokli pašā Rī,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bebmee.html,Lachplesha 67,2,46,5/6,Pre-war house,"2,717 €","125,000  €"
"Pārdošanā mājīgs divistabu dzīvoklis klusā lokācijā, kur nedzird",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bexjhg.html,Stabu 49 k-2,2,34,5/6,Pre-war house,"2,559 €","87,000  €"
Pārdod loft stila studijas tipa dzīvokli tikai pāris minūšu gāji,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcjjox.html,Valmieras 6,1,27,2/2,Pre-war house,"1,452 €","39,200  €"
Izsmalcināts un gaumīgi iekārtots dzīvoklis vienā no pieprasītāk,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcikck.html,Stabu 18A,4,133,1/5,Pre-war house,"2,436 €","324,000  €"
"Pārdošanā ekskluzīvs, plašs 5-istabu dzīvoklis. Plānojums: divas",https://www.ss.com/msg/en/real-estate/flats/riga/centre/ffgbi.html,Katrinas d. 5,5,167,3/5,Spec. pr.,"1,289 €","215,340  €"
"Pārdošanā pilnībā mēbelēts divu istabu dzīvoklis 41, 5 m² platīb",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcjlig.html,Pulkv. Briezha 10,2,42,6/7,Recon.,"3,528 €","148,155  €"
Pārdošanā pilnībā mēbelēts un dzīvošanai gatavs studijas tipa dz,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bfdnjk.html,Pulkv. Briezha 10,1,23,2/7,Recon.,"3,521 €","80,988  €"
Pārdošanā pilnībā mēbelēts un dzīvošanai gatavs studijas tipa dz,https://www.ss.com/msg/en/real-estate/flats/riga/centre/behlbn.html,Pulkv. Briezha 10,1,23,4/7,Recon.,"3,774 €","86,802  €"
Iegādei tiek piedāvāts gaumīgi labiekārtots un bagātīgi izgaismo,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcihoi.html,Pulkv. Briezha 10,2,55,5/5,Recon.,"3,394 €","186,660  €"
"Pārdošanā ekskluzīvs piecu istabu dzīvoklis Rīgas centrā. 

Dz",https://www.ss.com/msg/en/real-estate/flats/riga/centre/begpph.html,Valdemara 106,5,145,1/5,Pre-war house,"1,793 €","260,000  €"
"Iegādei piedāvājam mēbelētu, ar sadzīves tehniku aprīkotu divist",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcolph.html,Pulkv. Briezha 10,2,42,6/7,New,"3,528 €","148,155  €"
Īpašnieks pārdod gaišu un pilnībā renovētu 30 m² dzīvokli Rīgas,https://www.ss.com/msg/en/real-estate/flats/riga/centre/aopkk.html,Vesetas 28,1,30,6/6,Chrusch.,"2,000 €","60,000  €"
"Dzīvoklis tiek veidots, pārplānojot plašākas telpas un izveidojo",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bemmhm.html,Brivibas 138,2,36,4/6,Pre-war house,"1,934 €","69,615  €"
"Dzīvoklis ar privātmājas sajūtu pašā Rīgas centrā. 
Meklē vietu",https://www.ss.com/msg/en/real-estate/flats/riga/centre/adkpj.html,Bruninieku 119A,1,24,2/2,Pre-war house,"1,000 €","24,000  €"
Pārdod mājīgu un ļoti ekonomisku vienas istabas dzīvokli lielisk,https://www.ss.com/msg/en/real-estate/flats/riga/centre/cmmjo.html,Matisa 84,1,25,2/2,Pre-war house,"1,200 €","30,000  €"
Piedāvājam 3 istabu dzīvokli klusajā centrā arhitekta Rūdolfa He,https://www.ss.com/msg/en/real-estate/flats/riga/centre/aoxxh.html,Vilandes 5,3,73,3/5,Pre-war house,"2,452 €","179,000  €"
"Skanstes komforts ar privātas, norobežotas jumta terases priekšr",https://www.ss.com/msg/en/real-estate/flats/riga/centre/diign.html,Grostonas 25,2,93,3/24,New,"2,312 €","215,000  €"
"Elegants dzīvoklis projektā “Viesturdārzs”. 

Pārdošanā plašs",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bfcdnp.html,Rupniecibas 23,2,74,3/7,New,"3,176 €","235,000  €"
"Divas autostāvvietas iekļautas cenā

Pieejams plašs 3-istabu,",https://www.ss.com/msg/en/real-estate/flats/riga/centre/befpjm.html,Zala 3,3,80,1/4,Recon.,"2,750 €","220,000  €"
"Piedāvājumā plašs 4-istabu dzīvoklis iespaidīgā, vēsturiskā mūra",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcjmlc.html,Brivibas 138,4,113,4/6,Pre-war house,"1,454 €","164,285  €"
"Pārdod 2 istabu dzīvokli Rīgas vēsturiskajā centrā, prestižā un",https://www.ss.com/msg/en/real-estate/flats/riga/centre/aaicf.html,Alunana 6,2,39,2/4,Pre-war house,"4,872 €","190,000  €"
"101 m² Rīgas Klusajā centrā. 

Pārdod 3 istabu dzīvokli ar lie",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bljil.html,Zala 4,3,102,3/7,Spec. pr.,"2,186 €","223,000  €"
"Pārdodu mansarda dzīvokli, kas atrodas Rīgas centrā mūra ēkas ce",https://www.ss.com/msg/en/real-estate/flats/riga/centre/ebdxi.html,Barona 51,3,53,4/4,Pre-war house,"2,076 €","110,040  €"
Piedāvājam labiekārtotu ekskluzīvu 5 istabu dzīvokli prestižajā,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcjden.html,Rupniecibas 21,5,161,6/7,New,"4,255 €","685,000  €"
"Piedāvājam pārdošanai gaišu, elegantu un gaumīgi iekārtotu dzīvo",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bpmop.html,Jeruzalemes 10,3,132,5/7,New,"3,023 €","399,000  €"
Saimnieks pārdod mazģimeņu (kopā 6 dzīvokļi) 3-stāvīgā mājā 3-is,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bmgkf.html,Vagonu 34,3,68,1/3,Pre-war house,"1,765 €","120,000  €"
Brīvības ielā 190 jaunu dzīvi sāk 1912. gadā pēc arhitekta Nikol,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bdpiff.html,Brivibas 190,3,49,3/6,Recon.,"2,230 €","109,270  €"
"Dizaina meistardarbs Rīgas sirdī:

Augstākās kvalitātes dzīvok",https://www.ss.com/msg/en/real-estate/flats/riga/centre/adgoj.html,Baznicas 7,4,155,3/5,Recon.,"3,839 €","595,000  €"
"Īpašnieks pārdod dzīvokli jaunajā projektā – Pausa Nams. 

Ēka",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bfxfge.html,Gertrudes 56,2,42,3/5,Recon.,"2,499 €","104,950  €"
"Pārdod divistabu dzīvokli centrā. 

Galvenās priekšrocības:
-",https://www.ss.com/msg/en/real-estate/flats/riga/centre/behlec.html,Terbatas 37,2,31,1/6,Pre-war house,"1,581 €","49,000  €"
Pārdod trīsistabu dzīvokli pašā Rīgas klusā centra sirdī Dzirnav,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bexiod.html,Dzirnavu 10,3,74,1/5,Pre-war house,"2,500 €","185,000  €"
"Pārdod 3 istabu dzīvokli renovētā ķieģeļu mājā Brasas rajonā, Kl",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bfbom.html,Klijanu 20,3,71,4/5,Recon.,"2,521 €","179,000  €"
Pārdošanā plašs un kvalitatīvi renovēts 3 istabu dzīvoklis pašā,https://www.ss.com/msg/en/real-estate/flats/riga/centre/ddgmp.html,Visvalzha 1,3,96,4/4,Pre-war house,"1,865 €","179,000  €"
