description,url,District,R.,m²,Floor,Series,Price
"Iegādei pieejams mājīgs trīs istabu dzīvoklis jaunajā projektā """,https://www.ss.com/msg/en/real-estate/flats/riga/plyavnieki/eoeji.html,Plyavnieki Kupricu 3B,3,84,5/6,New,"206,800  €"
"Iegādei pieejams mājīgs divu istabu dzīvoklis jaunajā projektā """,https://www.ss.com/msg/en/real-estate/flats/riga/plyavnieki/enoff.html,Plyavnieki Kupricu 3B,2,54,6/6,New,"144,200  €"
Attīstītājs River properties piedāvā iegādāties elegantu un pārd,https://www.ss.com/msg/en/real-estate/flats/riga/centre/fencb.html,Centre Skolas 17,3,89,3/7,New,"339,538  €"
Divu līmeņu dzīvoklis ar plašu terasi un saunu projektā “Dienvid,https://www.ss.com/msg/en/real-estate/flats/riga/ziepniekkalns/bjheo.html,Ziepniekkalns Vienibas g. 186A,5,169,5/6,New,"239,000  €"
"Pārdod pilnībā renovētu 2 istabu dzīvokli Rīgā, Latgales ielā 30",https://www.ss.com/msg/en/real-estate/flats/riga/kengarags/bekooj.html,Kengarags Latgales 309,2,49,1/5,Lit pr.,"65,000  €"
"822 Eur/m², zeme īpašumā. Vajag remontu un jaunu apkuri. Ir veik",https://www.ss.com/msg/en/real-estate/flats/riga/chiekurkalns/biklhh.html,Chiekurkalns Chiekurkalna 2. l. 15,3,81,2/2,Stalin project,"65,900  €"
"Lv:
Īpašnieks pārdod saulainu un gaišu dzīvokli pilsētas sirdī.",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bdponk.html,Centre Lachplesha 48,2,50,6/6,Pre-war house,"125,000  €"
"Pārdod gaišu dzīvokli bez apdares Rīgas vēsturiskajā centrā, Kli",https://www.ss.com/msg/en/real-estate/flats/riga/centre/ajnhi.html,Centre Klijanu 22,2,36,4/8,Recon.,"26,950  €"
"Dzīvoklis tikko ir renovēts. 
 Lodžija. Dzīvoklis ir ļoti silts",https://www.ss.com/msg/en/real-estate/flats/riga/plyavnieki/hbljn.html,Plyavnieki Zemes 3,1,33,1/9,602-th,"48,900  €"
"Istabas ir atsevišķas. 
Atsevišķa vannas istaba. 
Lodžija. Dzī",https://www.ss.com/msg/en/real-estate/flats/riga/ziepniekkalns/fooke.html,Ziepniekkalns Berzupes 31а,2,51,4/5,Spec. pr.,"50,000  €"
"Pārdošanā gaišs un mājīgs 3 istabu dzīvoklis Rīgas centrā, Krāsl",https://www.ss.com/msg/en/real-estate/flats/riga/centre/behcdd.html,Centre Lachplesha 130,3,50,6/6,New,"130,000  €"
"Gaišs un gaumīgi renovēts 2 istabu dzīvoklis Juglā

Pārdošanā",https://www.ss.com/msg/en/real-estate/flats/riga/yugla/aahbb.html,Yugla Murjanu 54,2,45,4/5,Lit pr.,"52,000  €"
"Māja vai liels divu līmeņu Dzīvoklis ar ideālu lokāciju? 

Pār",https://www.ss.com/msg/en/real-estate/flats/riga/teika/bcillb.html,Teika Brivibas g. 281,5,112,5/6,Spec. pr.,"163,000  €"
"Piedāvājumā pārdomāts un kompakts 24 m² dzīvoklis, no kuriem 6 m",https://www.ss.com/msg/en/real-estate/flats/riga/teika/bfbii.html,Teika Vijciema 8,2,24,4/4,New,"59,800  €"
Pārdošanā jauns nemēbelēts vienistabas dzīvoklis projektā - Čiek,https://www.ss.com/msg/en/real-estate/flats/riga/chiekurkalns/bexohk.html,Chiekurkalns Chiekurkalna 7. cr. l.,1,19,2/4,New,"47,000  €"
Piedāvājumā mūsdienīgs un funkcionāli plānots 3 istabu dzīvoklis,https://www.ss.com/msg/en/real-estate/flats/riga/mezhciems/becpfk.html,Mezhciems Liduma 8a,3,118,4/5,Spec. pr.,"195,000  €"
"Продаю светлую, тёплую, уютную 3-комнатную квартиру в Иманте. Бе",https://www.ss.com/msg/en/real-estate/flats/riga/imanta/denkl.html,Imanta Jurmalas g. 99,3,63,7/9,602-th,"88,000 €"
Studio tipa dzīvoklis ar pilnu apdari renovētā ēkā Donberga kvar,https://www.ss.com/msg/en/real-estate/flats/riga/centre/dnglf.html,Centre Gertrudes 60,1,19,1/5,Pre-war house,"54,600  €"
"Pārdošanā plašs un gaišs 1-istabas dzīvoklis Pļavniekos, Tīnūžu",https://www.ss.com/msg/en/real-estate/flats/riga/plyavnieki/bkihlj.html,Plyavnieki Tinuzhu 7,1,41,4/9,Sm.fam.,"34,900  €"
Pārdošanā gaumīgi labiekārtots studijas tipa dzīvoklis vienā no,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bdjmpb.html,Centre Pulkv. Briezha 10,1,33,3/5,Pre-war house,"123,879  €"
Klusais un omulīgais studijas tipa dzīvoklis vērsts uz Klusā cen,https://www.ss.com/msg/en/real-estate/flats/riga/centre/dofei.html,Centre Pulkv. Briezha 10,1,40,3/5,Pre-war house,"136,578  €"
К продаже предлагается уютная двухкомнатная квартира в Тихом цен,https://www.ss.com/msg/en/real-estate/flats/riga/centre/befpmx.html,Centre Pulkv. Briezha 10,2,42,3/5,Recon.,"144,585  €"
"Pārdod telpas Rīgā – Vaidavas ielā 2, Purvciemā. 

Piedāvājumā",https://www.ss.com/msg/en/real-estate/flats/riga/purvciems/ejcoj.html,Purvciems Vaidavas 2,1,26,1/5,Spec. pr.,"9,700  €"
Vienā no skaistākajām Imantas mikrorajona dzīvojamajām zonām Kur,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/eixmm.html,Imanta Kurzemes pr. 118,4,78,8/9,602-th,"91,000  €"
Pilnībā aprikots divistabu dzīvoklis ar vietu automašīnai pagalm,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bexjfg.html,Centre Aluksnes 3,2,38,1/5,Recon.,"78,000  €"
"Pārdomāts un funkcionāls divistabu dzīvoklis projektā ""Zilupes18",https://www.ss.com/msg/en/real-estate/flats/riga/krasta-st-area/afhhc.html,Krasta st. area Zilupes 18,2,47,2/4,New,"105,000  €"
Iegādei pieejams ar sadzīves tehniku un korpusa mēbelēm aprīkots,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bebdob.html,Centre Pulkv. Briezha 10,2,35,3/7,New,"133,773  €"
Premium investīciju īpašums Vecrīgā – lieliska izvēle īres bizne,https://www.ss.com/msg/en/real-estate/flats/riga/vecriga/bmgpx.html,Vecriga Tirgonu 11,3,122,3/5,Recon.,"325,000  €"
Reta iespēja iegādāties plašu 4-istabu dzīvokli Rīgas vēstniecīb,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bfffen.html,Centre Elizabetes 35,4,129,4/4,Pre-war house,"290,000  €"
"Pārdodam pārdomātu un mājīgu 3 istabu dzīvokli, kas atrodas māja",https://www.ss.com/msg/en/real-estate/flats/riga/dzeguzhkalns/eomjo.html,Dzeguzhkalns Jaunsaules 5b,3,62,2/5,Lit pr.,"105,000  €"
"Atvērta rezervācija. 

Dzīvokļi ar pilnu apdari renovētā ēkā,",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bholl.html,Centre Zvaigzhnu 21,1,21,3/5,Recon.,"49,440  €"
"Pārdod gaišu, saulainu 1 istabas dzīvokli, Vecmīlgrāvja iela
Dz",https://www.ss.com/msg/en/real-estate/flats/riga/vecmilgravis/bhnpg.html,Vecmilgravis Vecmilgravja 17,1,30,3/4,Chrusch.,"27,500 €"
"Lv
Plašs un funkcionāls mājoklis Rīgas centrā – Lāčplēša ielā 4",https://www.ss.com/msg/en/real-estate/flats/riga/centre/gmoge.html,Centre Lachplesha 47,2,113,2/5,Recon.,"195,000 €"
"Elegants 2 istabu dzīvoklis Rīgas klusajā centrā

Pārdošanā pi",https://www.ss.com/msg/en/real-estate/flats/riga/centre/chiml.html,Centre Pulkv. Briezha 10,2,47,3/5,Recon.,"183,600  €"
"Attīstītājs ""Merko mājas"" piedāvā iegādāties jaunu un gaišu 4-is",https://www.ss.com/msg/en/real-estate/flats/riga/zolitude/gjjex.html,Zolitude Skrines 6,4,93,3/3,New,"223,400 €"
"Attīstītājs ""Merko mājas"" piedāvā iegādāties jaunu un gaišu 4-is",https://www.ss.com/msg/en/real-estate/flats/riga/zolitude/hhhdb.html,Zolitude Skrines 8,4,93,3/3,New,"222,800 €"
"Rīgas centrā tiek pārdots mājīgs un gaišs vienistabas dzīvoklis,",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bdpgnm.html,Centre Stabu 104,1,28,1/5,Spec. pr.,"53,000  €"
"Pārdod ļoti siltu, gaišu un plašu četristabu dzīvokli. Dzīvoklis",https://www.ss.com/msg/en/real-estate/flats/riga/plyavnieki/begpoo.html,Plyavnieki Grestes 10,4,77,6/9,602-th,"75,000  €"
"Pārdošanā gaišs un silts dzīvoklis, divas lodžijas, san mezgls u",https://www.ss.com/msg/en/real-estate/flats/riga/ziepniekkalns/hejke.html,Ziepniekkalns Bruknas 8,2,57,3/9,119-th,"74,500  €"
Tiek piedāvāts plašs un funkcionāls 1 istabas dzīvoklis ar lieli,https://www.ss.com/msg/en/real-estate/flats/riga/teika/kpbbk.html,Teika Berzpils 65,1,37,1/2,Stalin project,"35,000  €"
"Pārdod 2-istabu dzīvokli Brekšos. 
Faktiskā adrese: Nautrēnu ie",https://www.ss.com/msg/en/real-estate/flats/riga/mezhciems/nbelf.html,Mezhciems Bikernieku 255,2,44,1/2,Stalin project,"37,000  €"
"Pārdod 3-istabu dzīvokli Rīgas centrā, Krišjāņa Valdemāra ielā 1",https://www.ss.com/msg/en/real-estate/flats/riga/centre/dgomf.html,Centre Valdemara 135,3,79,5/5,Stalin project,"126,000  €"
"Ļoti mājīgs, kārtīgs dzīvoklis ar privātu pagraba telpu un burvī",https://www.ss.com/msg/en/real-estate/flats/riga/vecmilgravis/ajdkp.html,Vecmilgravis Kavu 10,2,50,5/5,Lit pr.,"39,980  €"
"Attīstītājs pārdod dzīvokli Nr. 19 renovētajā projektā ""Raņķa Da",https://www.ss.com/msg/en/real-estate/flats/riga/agenskalns/dfhne.html,Agenskalns Ranka d. 31,2,50,3/4,Recon.,"88,200  €"
"Gaišs dzīvoklis renovētā vēsturiskā ēkā Rīgas centrā

Pārdošan",https://www.ss.com/msg/en/real-estate/flats/riga/centre/ahxpl.html,Centre Chaka 33,2,50,3/6,Recon.,"129,000  €"
Dzīvoklis ar izcilu atrašanās vietu blakus sabiedriskā transport,https://www.ss.com/msg/en/real-estate/flats/riga/teika/ajnog.html,Teika Brivibas g. 281,5,112,5/5,Spec. pr.,"165,000  €"
Attīstītājs ir realizējis kārtējo projektu – renovējis ēku vēstu,https://www.ss.com/msg/en/real-estate/flats/riga/agenskalns/bepplp.html,Agenskalns Kristapa 2,3,61,2/2,Recon.,"170,180  €"
"No attīstītāja- 3 istabu dzīvoklis projektā ""Deglava Gleznotāju",https://www.ss.com/msg/en/real-estate/flats/riga/plyavnieki/coenk.html,Plyavnieki Dravnieku 3 K-3,3,69,8/10,New,"152,013  €"
"Pārdošanā saulains, gaišs 3 istabu dzīvoklis ar lodžiju zaļā Apk",https://www.ss.com/msg/en/real-estate/flats/riga/mezhciems/hmemx.html,Mezhciems Mezhciema 26,3,66,1/5,Lit pr.,"65,000  €"
Pārdodam plašu un saulainu 3 istabu dzīvokli Jaunā Teikā. Dzīvok,https://www.ss.com/msg/en/real-estate/flats/riga/teika/bdjnfi.html,Teika Ropazhu 12,3,125,2/9,New,"225,000  €"
"Tiek pārdots 2 istabu dzīvoklis Ķengaragā, Višķu ielā 23, 2. stā",https://www.ss.com/msg/en/real-estate/flats/riga/kengarags/dggig.html,Kengarags Vishku 23,2,47,2/5,Lit pr.,"76,000 €"
"Dzīvoklis izceļas ar plašuma sajūtu un lieliem logiem, kas vērst",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcigjk.html,Centre Eksporta 14,3,74,4/5,Stalin project,"164,900  €"
"Pārdod investīciju dzīvokli Marijas ielā 8B, iekšpagalma ēkā",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcimel.html,Centre Marijas 8b,2,22,2/3,Pre-war house,"89,000  €"
"Studio tipa investīciju dzīvoklis Marijas ielā 8B, iekšpagalma ē",https://www.ss.com/msg/en/real-estate/flats/riga/centre/eijcn.html,Centre Marijas 8b,1,21,2/3,Pre-war house,"84,400  €"
"Pārdošanā stilīgs 4-istabu dzīvoklis ar dizaina remontu, plašu t",https://www.ss.com/msg/en/real-estate/flats/riga/zolitude/aigim.html,Zolitude Jurkalnes 87,4,140,2/5,New,"289,000  €"
Pārdod siltu un saulainu 2 istabu dzīvokli Mols / Lido rajonā,https://www.ss.com/msg/en/real-estate/flats/riga/maskavas-priekshpilseta/beonlf.html,Latgales priekshpilset Reznas 7,2,42,4/5,Chrusch.,"58,000  €"
Kompakts mēbelēts studijas tipa dzīvoklis ar savu atsevišķu ieej,https://www.ss.com/msg/en/real-estate/flats/riga/maskavas-priekshpilseta/bljpkg.html,Latgales priekshpilset Latgales 146,1,30,1/1,Spec. pr.,"49,000  €"
Mūsdienīgs un uzreiz pieejams dzīvošanai 2 -istabu mēbelēts dzīv,https://www.ss.com/msg/en/real-estate/flats/riga/maskavas-priekshpilseta/aflpn.html,Latgales priekshpilset Latgales 146,2,34,1/4,Spec. pr.,"64,900  €"
Unikāls piedāvājums tirgū: kompakts dzīvoklis ar savu atsevišķu,https://www.ss.com/msg/en/real-estate/flats/riga/maskavas-priekshpilseta/aemox.html,Latgales priekshpilset Latgales 146,1,19,1/1,Spec. pr.,"36,000  €"
Pārdošanā silts un saulains 2 istabu dzīvoklis 602. sērijas mājā,https://www.ss.com/msg/en/real-estate/flats/riga/plyavnieki/bkoxhp.html,Plyavnieki Dravnieku 14,2,52,2/9,602-th,"63,000  €"
Pārdošanā ir unikāla bēniņu telpa vēsturiskā ēkā ar jau saskaņot,https://www.ss.com/msg/en/real-estate/flats/riga/centre/adfoj.html,Centre Bruninieku 89,Other,300,6/6,Pre-war house,"89,999  €"
Ar skatu uz upi Daugavu - ekskluzīvs divu līmeņu dzīvoklis Vecrī,https://www.ss.com/msg/en/real-estate/flats/riga/centre/behdki.html,Centre Vecpilsetas 17,3,99,6/6,Pre-war house,"180,000  €"
Attīstītājs un īpašnieks – kompāniju grupa R. Evolution – pārdod,https://www.ss.com/msg/en/real-estate/flats/riga/agenskalns/agclm.html,Agenskalns Ranka d. 34,4,126,17/22,New,"375,000  €"
"3-istabu 3.stāva kluss pagalma dzīvoklis, pēc kvalitatīva remont",https://www.ss.com/msg/en/real-estate/flats/riga/centre/dfdgb.html,Centre Sadovnikova 39,3,50,3/7,Recon.,"120,240  €"
Elegants 3 istabu dzīvoklis Merks “Viesturdārza mājas” projektā.,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bgdjf.html,Centre Rupniecibas 21,3,94,3/7,New,"319,000  €"
"Pārdod gaišu 3 istabu dzīvokli Rīgā, Imantā

Pārdošanā mājīgs",https://www.ss.com/msg/en/real-estate/flats/riga/imanta/dcink.html,Imanta Dammes 4,3,62,3/9,602-th,"73,000  €"
"Pārdod plašu un gaišu 1 istabas dzīvokli Bolderājā, Admirāļu iel",https://www.ss.com/msg/en/real-estate/flats/riga/bolderaya/elgnf.html,Bolderaya Admiralu 22,1,39,5/5,Sm.fam.,"28,500  €"
"Продаётся 2-комнатная квартира с ремонтом в центре Риги, по адре",https://www.ss.com/msg/en/real-estate/flats/riga/centre/dihkn.html,Centre Brivibas 129,2,58,2/6,Pre-war house,"120,000  €"
"Design mansard apartment in the Art Nouveau district
A spacious",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcohcg.html,Centre Dzirnavu 4,2,73,5/5,Pre-war house,"165,000 €"
Pārdošanā divistabu dzīvoklis (pārveidots no trīsistabu plānojum,https://www.ss.com/msg/en/real-estate/flats/riga/purvciems/bijje.html,Purvciems Ieriku 19,3,63,1/2,Stalin project,"93,000  €"
Pārdod pārdomātu un mājīgu 3 istabu dzīvokli modernā daudzdzīvok,https://www.ss.com/msg/en/real-estate/flats/riga/ziepniekkalns/edxni.html,Ziepniekkalns Vienibas g. 192,3,86,2/6,New,"171,500  €"
Pārdošanā gaišs 3 istabu dzīvoklis projektā “Purvciema Projekts”,https://www.ss.com/msg/en/real-estate/flats/riga/purvciems/aiffo.html,Purvciems Puces 47,3,55,2/7,New,"102,000  €"
Mūsdienīgs un plašs 4-istabu dzīvoklis ar unikālu terasi prestiž,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/fonid.html,Imanta Jurmalas g. 113b,4,113,3/3,New,"249,980  €"
Tiek pārdots 2-istabu dzīvoklis ar ļoti labu planojumu - divas i,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/dfpgo.html,Imanta Kurzemes pr. 36,2,49,4/5,Lit pr.,"62,000  €"
Pārdodam ekskluzīvu 3 istabu dzīvokli ar saskaņotu pārplānojumu.,https://www.ss.com/msg/en/real-estate/flats/riga/plyavnieki/cpdne.html,Plyavnieki Ilukstes 103,3,83,5/5,103-th,"95,000  €"
"Pārdod 1, 5 istabu dzīvokli ar ļoti labu plānojumu. 

Dzīvoklī",https://www.ss.com/msg/en/real-estate/flats/riga/sarkandaugava/aenlj.html,Sarkandaugava Tvaika 50,2,36,5/5,Chrusch.,"34,000  €"
Продаю 3-х комнатную квартиру на 5-ом этаже. Частично мебилирова,https://www.ss.com/msg/en/real-estate/flats/riga/darzciems/gcfco.html,Darzciems Nicgales 47,3,69,5/5,103-th,"85,000  €"
Īpašnieks pārdod tikko renovētu dzīvokli vēsturiskā ēkā - Donber,https://www.ss.com/msg/en/real-estate/flats/riga/centre/hhjhe.html,Centre Lachplesha 61,3,61,5/6,Recon.,"179,000  €"
Īpašnieks pārdod tikko renovētu dzīvokli vēsturiskā ēkā - Donber,https://www.ss.com/msg/en/real-estate/flats/riga/centre/ejeje.html,Centre Lachplesha 61,2,46,5/6,Recon.,"136,000  €"
"Продаётся тёплая, уютная и неугловая 3-комнатная квартира 467-й",https://www.ss.com/msg/en/real-estate/flats/riga/kengarags/ejkeh.html,Kengarags Latgales 425,3,61,1/9,467-th,"62,000  €"
"Собственник продает уютную солнечную квартиру. 

-2 изолирован",https://www.ss.com/msg/en/real-estate/flats/riga/purvciems/aeilk.html,Purvciems Deglava 61,2,59,1/9,119-th,"60,000  €"
"Laba vietā pārdod saulaino, siltu un gaišu dzīvokli. Kapņu telpa",https://www.ss.com/msg/en/real-estate/flats/riga/plyavnieki/gocdm.html,Plyavnieki Dzenu 14,1,41,7/9,602-th,"36,600  €"
Pārdošanā jauns nemēbelēts vienistabas dzīvoklis projektā - Čiek,https://www.ss.com/msg/en/real-estate/flats/riga/chiekurkalns/bikooh.html,Chiekurkalns Chiekurkalna 7. cr. l.,1,23,3/4,New,"54,000  €"
"Pārdošanā mājīgs, gaišs un pilnībā mēbelēts dzīvoklis ar visu ne",https://www.ss.com/msg/en/real-estate/flats/riga/mezhapark/ojmgg.html,Mezhapark Gaujas 63,2,31,3/4,New,"89,680  €"
"Pārdošanā mājīgs, gaišs un pilnībā mēbelēts dzīvoklis ar visu ne",https://www.ss.com/msg/en/real-estate/flats/riga/teika/gpxxb.html,Teika Vijciema 8,2,31,3/4,New,"89,680  €"
Pārdod dzīvokli ar balkonu un 4 metrus augstiem griestiem jaunaj,https://www.ss.com/msg/en/real-estate/flats/riga/teika/kgjng.html,Teika Brivibas g. 201,4,98,3/5,New,"202,900  €"
"Pārdod 3 istabu dzīvokli, kas piemērots remontam. 
 
 Pirms pā",https://www.ss.com/msg/en/real-estate/flats/riga/krasta-st-area/ghcgn.html,Krasta st. area Latgales 222C,3,62,6/9,467-th,"67,000  €"
"Pārdošanā 3 istabu dzīvoklis 119. sērijas mājā. 
Šī projekta dz",https://www.ss.com/msg/en/real-estate/flats/riga/purvciems/ekefk.html,Purvciems Deglava 106,3,78,1/9,119-th,"74,800  €"
"Plašs 3 istabu dzīvoklis projektā “Metropolia” – 100, 5 m² + aut",https://www.ss.com/msg/en/real-estate/flats/riga/imanta/anopf.html,Imanta Anninmuizhas street 38,3,101,13/18,New,"180,000 €"
Piedāvājumā skaists un plašs dzīvoklis renovētā pirmskara namā p,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bpmnb.html,Centre Dzirnavu 53,4,119,5/5,Recon.,"475,650  €"
"Tiek pārdots saulains, gaišs, kvalitatīvi izremontēts divistabu",https://www.ss.com/msg/en/real-estate/flats/riga/yugla/afcoj.html,Yugla Murjanu 42,2,48,5/5,Chrusch.,"60,000  €"
"Pārdošanai tiek piedāvāts mājīgs, labiekārtots un saulains dzīvo",https://www.ss.com/msg/en/real-estate/flats/riga/purvciems/omdgg.html,Purvciems Upenu 11,3,82,3/7,New,"164,900  €"
"Gaišs, liels divistabu dzīvoklis. 

Dzīvoklim ir ļoti plaša (3",https://www.ss.com/msg/en/real-estate/flats/riga/agenskalns/adiml.html,Agenskalns Slokas 46a,2,60,2/4,Pre-war house,"108,000  €"
Elegants dzīvoklis vēsturiskā namā Rīgas centrā Elizabetes ielā,https://www.ss.com/msg/en/real-estate/flats/riga/centre/agplo.html,Centre Elizabetes 22,3,136,2/6,Recon.,"675,000  €"
A+ klases jauna mājokļa sekcija/dzīvoklis slēgtā ciematā tūvu Im,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/ebddj.html,Imanta Kleistu 777,4,120,1/1,New,"235,900  €"
Pārdodam 4 istabu dzīvokli - logi vērsti uz apzaļumotu pagalmu u,https://www.ss.com/msg/en/real-estate/flats/riga/vecmilgravis/dmnjd.html,Vecmilgravis Dombrovska 39,4,80,3/9,602-th,"69,000  €"
Pārdošanā pieejams divistabu dzīvoklis ar lielisku skatu projekt,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bclldl.html,Centre Latgales 109,2,43,4/5,Recon.,"64,375  €"
"Īpašnieks pardot pilnība mēbelētu dzīvokli(Itāļu virtuve, 
iebū",https://www.ss.com/msg/en/real-estate/flats/riga/zolitude/cdhdx.html,Zolitude Irlavas 5,2,49,3/3,New,"120,000 €"
"Pārdod gaišu un siltu divistabu dzīvoklis, divstāvu ēkas pirmajā",https://www.ss.com/msg/en/real-estate/flats/riga/mezhapark/nlpgb.html,Mezhapark Viestura pr. 93,2,62,1/2,Stalin project,"67,000  €"
"Pārdod gaišu un plašu 3 istabu dzīvokli Teikā, Tālivalža ielā 21",https://www.ss.com/msg/en/real-estate/flats/riga/teika/apcof.html,Teika Talivalzha 21,3,70,2/5,New,"178,000  €"
Kvalitatīvs 4-istabu dzīvoklis Pļavniekos ar cenā iekļautām divā,https://www.ss.com/msg/en/real-estate/flats/riga/plyavnieki/cigdf.html,Plyavnieki Salnas 21,4,114,6/9,New,"250,000  €"
Pārdošanai piedāvāts plašs un funkcionāls 4 istabu dzīvoklis ar,https://www.ss.com/msg/en/real-estate/flats/riga/agenskalns/bxmjnn.html,Agenskalns Veca Jurmalas g. 3a,4,78,2/2,Pre-war house,"78,850 €"
